Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
372.0,Leonard Miller,22.0,CHI,SF,19.0,7.0,378.0,15.5,0.62,0.38,0.175,7.2,19.4,13.4,7.3,1.0,1.8,8.7,17.9,0.5,0.3,0.8,0.105,-0.1,-0.8,-0.8,0.1,
373.0,Trayce Jackson-Davis,25.0,2TM,C,48.0,1.0,471.0,16.3,0.572,0.009,0.598,14.7,18.0,16.3,11.0,1.6,4.3,12.4,15.2,0.7,0.6,1.3,0.135,-0.8,0.3,-0.5,0.2,
373.0,Trayce Jackson-Davis,25.0,GSW,C,36.0,1.0,411.0,16.0,0.601,0.01,0.51,12.5,17.9,15.1,11.0,1.5,4.2,12.6,14.7,0.7,0.5,1.2,0.139,-1.0,0.6,-0.3,0.2,
373.0,Trayce Jackson-Davis,25.0,TOR,C,12.0,0.0,60.0,18.1,0.414,0.0,1.2,29.6,19.1,24.4,10.7,2.4,4.8,11.6,18.5,0.0,0.1,0.1,0.108,0.2,-1.9,-1.7,0.0,
374.0,Kam Jones,23.0,IND,SG,30.0,7.0,463.0,7.9,0.486,0.447,0.065,2.1,8.2,5.1,23.6,1.4,0.0,17.6,14.1,-0.2,0.1,0.0,-0.002,-4.5,-1.9,-6.4,-0.5,
375.0,Cam Christie,20.0,LAC,SG,49.0,0.0,454.0,10.0,0.5,0.377,0.385,4.8,14.0,9.5,9.1,1.8,0.6,11.6,16.8,-0.1,0.4,0.3,0.031,-3.0,-0.9,-3.9,-0.2,
376.0,Tyrese Proctor,21.0,CLE,PG,44.0,1.0,448.0,10.5,0.532,0.6,0.183,1.7,9.3,5.5,16.6,2.0,0.0,12.6,20.9,0.1,0.4,0.5,0.049,-3.2,-0.4,-3.6,-0.2,
377.0,Asa Newell,20.0,ATL,PF,40.0,1.0,445.0,13.6,0.628,0.463,0.168,8.9,10.9,9.9,6.2,1.6,2.7,11.6,17.0,0.5,0.5,1.0,0.104,-1.3,-0.5,-1.8,0.0,
378.0,Amir Coffey,28.0,2TM,SG,43.0,2.0,437.0,10.2,0.593,0.441,0.301,4.5,8.8,6.7,7.4,0.9,1.1,5.4,11.1,0.6,0.2,0.8,0.087,-2.1,-1.0,-3.1,-0.1,
378.0,Amir Coffey,28.0,MIL,SG,30.0,2.0,265.0,8.4,0.584,0.455,0.273,2.6,8.4,5.5,5.5,0.6,1.1,6.1,11.0,0.2,0.0,0.3,0.048,-3.3,-2.1,-5.4,-0.2,
378.0,Amir Coffey,28.0,PHO,SG,13.0,0.0,172.0,13.0,0.606,0.421,0.342,7.5,9.3,8.4,10.2,1.4,1.1,4.4,11.3,0.4,0.1,0.5,0.147,-0.4,0.7,0.4,0.1,
379.0,Ariel Hukporti,23.0,NYK,C,49.0,4.0,434.0,10.6,0.608,0.067,0.467,11.7,22.9,17.3,6.8,0.9,5.4,27.9,9.9,0.2,0.7,0.9,0.102,-4.2,1.7,-2.5,-0.1,
380.0,Bogdan Bogdanović,33.0,LAC,SG,21.0,3.0,429.0,8.2,0.507,0.603,0.177,1.7,13.2,7.6,16.7,1.2,0.2,14.6,18.4,-0.2,0.3,0.1,0.01,-2.9,-0.9,-3.9,-0.2,
381.0,Moussa Cisse,23.0,DAL,C,34.0,1.0,425.0,14.7,0.567,0.0,0.795,17.1,24.4,20.8,2.5,1.3,7.4,18.2,13.5,0.2,0.7,0.9,0.106,-4.0,1.0,-3.0,-0.1,
382.0,Yanic Konan Niederhäuser,22.0,LAC,C,41.0,0.0,424.0,16.4,0.691,0.05,0.62,10.5,21.3,16.1,4.1,0.6,6.7,15.3,15.7,0.8,0.5,1.3,0.152,-2.5,0.4,-2.2,0.0,
383.0,Jeremy Sochan,22.0,2TM,PF,40.0,0.0,424.0,11.1,0.549,0.328,0.172,8.1,15.3,11.7,10.5,1.7,1.3,13.8,14.4,0.3,0.6,0.9,0.102,-3.0,0.9,-2.1,0.0,
383.0,Jeremy Sochan,22.0,SAS,PF,28.0,0.0,358.0,9.7,0.538,0.354,0.162,8.0,13.8,11.0,10.2,1.3,1.2,14.5,14.6,0.1,0.5,0.6,0.084,-3.5,0.4,-3.0,-0.1,
383.0,Jeremy Sochan,22.0,NYK,PF,12.0,0.0,66.0,18.2,0.613,0.176,0.235,8.4,23.7,16.0,12.3,3.7,1.5,9.6,13.4,0.1,0.1,0.3,0.196,-0.6,3.2,2.6,0.1,
384.0,Ethan Thompson,26.0,IND,SG,24.0,6.0,417.0,7.0,0.482,0.625,0.142,3.1,8.6,5.8,11.4,1.7,1.2,11.2,14.6,-0.2,0.2,0.0,-0.001,-4.6,-0.2,-4.7,-0.3,
385.0,Tony Bradley,28.0,IND,C,38.0,3.0,416.0,13.1,0.604,0.019,0.406,14.3,13.7,14.0,6.9,0.7,1.4,12.0,14.5,0.7,0.2,0.9,0.1,-2.4,-1.7,-4.1,-0.2,
386.0,Terrence Shannon Jr.,25.0,MIN,SG,35.0,1.0,403.0,7.8,0.548,0.464,0.375,2.5,7.5,5.0,7.8,1.3,0.2,12.1,15.5,0.1,0.3,0.4,0.05,-4.2,-0.7,-5.0,-0.3,
387.0,Maxi Kleber,34.0,LAL,PF,37.0,1.0,395.0,8.5,0.537,0.355,0.387,8.6,12.4,10.5,7.3,1.9,2.4,16.2,9.6,0.2,0.4,0.6,0.071,-3.9,0.5,-3.4,-0.1,
388.0,Myron Gardner,24.0,MIA,SF,40.0,7.0,394.0,15.4,0.606,0.542,0.22,9.6,20.8,15.2,13.4,2.4,1.6,9.8,14.8,0.8,0.6,1.4,0.172,-0.8,2.0,1.2,0.3,
389.0,Moritz Wagner,28.0,ORL,C,31.0,0.0,393.0,15.4,0.547,0.373,0.401,7.0,22.4,14.6,8.9,1.7,0.2,7.5,24.4,0.4,0.5,0.9,0.107,-1.5,-1.0,-2.5,-0.1,
390.0,Trae Young,27.0,2TM,PG,15.0,15.0,384.0,21.2,0.612,0.452,0.548,1.1,7.4,4.2,45.9,1.6,0.5,15.1,28.1,1.2,0.2,1.4,0.173,4.3,-1.5,2.8,0.5,
390.0,Trae Young,27.0,ATL,PG,10.0,10.0,280.0,19.9,0.577,0.437,0.541,0.0,5.9,2.9,45.3,1.7,0.3,13.5,28.8,0.7,0.2,0.9,0.16,3.5,-1.8,1.7,0.3,
390.0,Trae Young,27.0,WAS,PG,5.0,5.0,104.0,24.6,0.723,0.5,0.571,4.1,11.4,7.7,47.6,1.4,0.8,19.8,26.4,0.4,0.0,0.4,0.207,6.3,-0.7,5.7,0.2,
391.0,Branden Carlson,26.0,OKC,C,37.0,2.0,381.0,15.6,0.597,0.459,0.126,7.1,19.1,13.3,7.8,0.8,4.7,8.4,17.6,0.5,0.7,1.2,0.151,-0.4,0.3,-0.2,0.2,
392.0,Marcus Sasser,25.0,DET,PG,30.0,5.0,379.0,11.9,0.547,0.613,0.099,1.8,7.8,4.8,22.2,2.5,0.5,14.9,19.1,0.2,0.5,0.8,0.099,-1.7,0.3,-1.4,0.1,
393.0,Taurean Prince,31.0,MIL,SF,18.0,3.0,371.0,7.2,0.557,0.723,0.05,0.9,11.8,6.4,6.6,1.3,0.5,10.4,13.7,0.0,0.2,0.1,0.015,-3.9,-1.7,-5.5,-0.3,
394.0,Julian Phillips,22.0,2TM,SF,44.0,2.0,371.0,10.1,0.545,0.545,0.172,6.4,6.8,6.6,3.2,2.7,1.6,7.0,12.9,0.2,0.3,0.5,0.068,-2.5,0.4,-2.1,0.0,
394.0,Julian Phillips,22.0,CHI,SF,35.0,2.0,334.0,9.3,0.533,0.557,0.125,7.1,6.9,7.0,2.7,2.4,1.6,7.0,12.5,0.1,0.3,0.4,0.055,-2.9,0.0,-2.8,-0.1,
394.0,Julian Phillips,22.0,MIN,SF,9.0,0.0,37.0,17.7,0.623,0.455,0.545,0.0,5.8,3.0,7.3,5.2,2.4,6.8,16.7,0.1,0.1,0.1,0.18,0.7,4.1,4.8,0.1,
395.0,AJ Johnson,21.0,2TM,SG,41.0,0.0,363.0,4.6,0.397,0.336,0.176,2.6,10.9,6.8,13.6,1.2,0.5,14.5,19.1,-0.9,0.1,-0.8,-0.101,-6.6,-2.2,-8.9,-0.6,
395.0,AJ Johnson,21.0,WAS,SG,25.0,0.0,214.0,4.4,0.396,0.301,0.145,3.9,11.6,7.7,13.9,1.6,0.0,16.9,20.8,-0.6,0.0,-0.6,-0.133,-7.2,-3.3,-10.5,-0.5,
395.0,AJ Johnson,21.0,DAL,SG,16.0,0.0,149.0,4.9,0.397,0.396,0.229,0.7,9.8,5.4,13.1,0.6,1.1,10.2,16.6,-0.3,0.1,-0.2,-0.054,-5.8,-0.7,-6.5,-0.2,
396.0,Jeremiah Robinson-Earl,25.0,2TM,PF,22.0,3.0,361.0,9.4,0.468,0.41,0.18,10.6,20.6,15.5,5.6,1.2,0.2,10.0,14.1,0.0,0.2,0.2,0.029,-3.4,-1.8,-5.2,-0.3,
396.0,Jeremiah Robinson-Earl,25.0,IND,PF,17.0,3.0,300.0,8.7,0.443,0.398,0.169,11.3,20.9,16.0,5.4,1.1,0.3,10.1,14.0,-0.1,0.2,0.1,0.014,-3.5,-1.9,-5.5,-0.3,
396.0,Jeremiah Robinson-Earl,25.0,DAL,PF,5.0,0.0,61.0,13.0,0.586,0.471,0.235,7.1,18.9,13.1,6.7,1.5,0.0,9.6,14.3,0.1,0.1,0.1,0.1,-3.0,-1.1,-4.1,0.0,
397.0,Kelly Olynyk,34.0,SAS,C,41.0,0.0,357.0,13.6,0.595,0.484,0.4,7.4,14.7,11.1,17.9,2.0,0.8,17.7,16.0,0.4,0.5,1.0,0.133,-1.2,1.2,0.0,0.2,
398.0,Larry Nance Jr.,33.0,CLE,PF,30.0,2.0,357.0,9.0,0.49,0.541,0.071,7.7,15.7,11.7,9.9,2.0,1.1,12.2,13.6,0.1,0.4,0.5,0.064,-4.0,0.6,-3.4,-0.1,
399.0,Cam Whitmore,21.0,WAS,SF,21.0,0.0,354.0,13.8,0.528,0.331,0.183,5.7,11.9,8.7,6.5,2.0,2.0,9.0,23.7,-0.1,0.1,0.0,0.002,-1.1,-2.1,-3.2,-0.1,
400.0,Liam McNeeley,20.0,CHO,SF,29.0,0.0,352.0,9.8,0.578,0.648,0.363,3.6,17.3,10.6,8.7,0.7,0.8,11.0,14.2,0.4,0.3,0.7,0.098,-1.8,-0.1,-1.9,0.0,
401.0,Cameron Payne,31.0,PHI,PG,20.0,1.0,352.0,14.8,0.517,0.657,0.14,0.9,11.1,5.9,22.6,3.3,1.6,6.8,19.5,0.4,0.4,0.8,0.107,-0.3,1.0,0.7,0.2,
402.0,Taelon Peter,23.0,IND,SG,31.0,0.0,348.0,8.9,0.518,0.866,0.116,1.8,11.6,6.6,12.8,2.3,1.0,14.5,16.8,-0.3,0.2,0.0,-0.004,-3.4,-0.7,-4.1,-0.2,
403.0,Isaiah Livers,27.0,PHO,PF,36.0,0.0,347.0,7.6,0.469,0.625,0.188,5.9,13.9,9.7,7.7,1.9,2.2,14.8,10.0,0.0,0.4,0.4,0.055,-3.7,1.1,-2.5,0.0,
404.0,Blake Wesley,22.0,POR,SG,26.0,0.0,341.0,11.4,0.527,0.292,0.363,2.2,8.7,5.4,26.2,2.2,1.3,18.1,19.0,0.0,0.3,0.4,0.051,-3.1,0.1,-3.0,-0.1,
405.0,Ty Jerome,28.0,MEM,SG,15.0,15.0,339.0,25.7,0.616,0.465,0.26,3.5,10.0,6.7,44.6,2.2,1.1,10.1,32.7,1.2,0.2,1.4,0.198,8.2,-0.6,7.6,0.8,
406.0,Dejounte Murray,29.0,NOP,PG,12.0,12.0,333.0,18.4,0.584,0.361,0.266,1.0,19.7,10.2,36.5,2.9,0.6,18.9,27.3,0.2,0.4,0.6,0.081,0.9,0.6,1.4,0.3,
407.0,Christian Koloko,25.0,3TM,C,25.0,4.0,331.0,9.0,0.448,0.104,0.149,9.0,14.6,11.8,6.5,2.0,6.1,15.4,10.6,-0.1,0.4,0.3,0.046,-5.5,1.5,-4.0,-0.2,
407.0,Christian Koloko,25.0,LAL,C,2.0,0.0,6.0,-0.3,,,,0.0,19.0,9.8,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.024,-6.7,-1.7,-8.4,0.0,
407.0,Christian Koloko,25.0,MEM,C,11.0,2.0,195.0,9.0,0.394,0.029,0.114,10.4,14.0,12.2,6.5,2.4,6.2,16.0,9.3,-0.1,0.2,0.1,0.036,-4.8,1.7,-3.0,0.0,
407.0,Christian Koloko,25.0,ATL,C,12.0,2.0,130.0,9.3,0.505,0.188,0.188,7.4,15.2,11.3,6.8,1.5,6.3,14.8,13.0,0.0,0.2,0.2,0.064,-6.5,1.3,-5.3,-0.1,
408.0,Khaman Maluach,19.0,PHO,C,39.0,0.0,324.0,12.3,0.602,0.182,0.325,10.6,20.9,15.6,2.6,0.6,6.8,20.7,14.6,0.1,0.5,0.5,0.076,-4.4,0.0,-4.4,-0.2,
409.0,Matisse Thybulle,28.0,POR,SG,23.0,0.0,323.0,15.0,0.592,0.688,0.226,4.3,10.2,7.2,7.7,6.5,3.0,16.4,15.3,0.1,0.7,0.9,0.129,-2.0,6.3,4.3,0.5,
410.0,Nick Smith Jr.,21.0,LAL,SG,25.0,1.0,318.0,9.2,0.53,0.519,0.083,0.8,6.4,3.7,12.6,1.4,0.6,12.1,21.5,-0.2,0.2,0.0,-0.004,-2.9,-2.3,-5.2,-0.3,
411.0,Jae'Sean Tate,30.0,HOU,SF,38.0,0.0,314.0,10.3,0.569,0.337,0.108,8.2,9.4,8.8,7.3,1.4,0.9,12.1,13.3,0.3,0.3,0.6,0.091,-3.3,-0.4,-3.7,-0.1,
412.0,Jamal Cain,26.0,ORL,SF,31.0,1.0,314.0,12.2,0.589,0.471,0.269,7.0,10.8,8.9,8.2,1.1,0.6,8.6,17.2,0.4,0.2,0.7,0.102,-1.0,-1.5,-2.6,0.0,
413.0,Jayson Tatum,27.0,BOS,PF,10.0,10.0,310.0,17.5,0.511,0.509,0.246,2.5,30.6,16.7,18.7,2.0,0.3,10.2,30.2,0.1,0.6,0.6,0.098,1.0,1.0,2.0,0.3,
414.0,Doug McDermott,34.0,SAC,SF,22.0,0.0,309.0,9.1,0.604,0.906,0.021,1.4,7.1,4.1,6.2,0.6,0.9,8.5,14.6,0.2,0.0,0.1,0.023,-1.0,-2.9,-4.0,-0.2,
415.0,Yang Hansen,20.0,POR,C,40.0,1.0,286.0,3.7,0.411,0.421,0.316,7.1,16.1,11.5,10.4,0.5,2.8,21.7,19.6,-0.7,0.3,-0.5,-0.077,-8.6,-0.7,-9.3,-0.5,
416.0,Oscar Tshiebwe,26.0,UTA,C,20.0,1.0,286.0,19.6,0.644,0.0,0.375,18.3,21.7,19.9,11.1,1.6,1.0,9.7,14.9,0.8,0.1,0.9,0.157,1.2,-2.7,-1.4,0.0,
417.0,Zach Edey,23.0,MEM,C,11.0,11.0,284.0,20.7,0.669,0.051,0.327,16.2,30.5,23.2,6.6,1.2,6.9,18.8,20.2,0.4,0.4,0.8,0.141,-0.6,1.2,0.6,0.2,
418.0,Lindy Waters III,28.0,SAS,SG,39.0,0.0,280.0,7.2,0.527,0.895,0.035,1.2,9.4,5.4,8.7,0.9,0.3,7.4,14.2,0.1,0.3,0.3,0.059,-3.0,-0.5,-3.6,-0.1,
419.0,Brooks Barnhizer,23.0,OKC,SG,36.0,0.0,278.0,6.9,0.446,0.34,0.12,5.7,18.3,12.2,7.9,1.0,1.4,13.2,9.4,0.0,0.5,0.4,0.077,-4.0,1.2,-2.8,-0.1,
420.0,Obi Toppin,27.0,IND,PF,16.0,3.0,277.0,17.3,0.617,0.571,0.218,3.4,23.9,13.4,20.1,1.5,0.3,13.3,23.1,0.3,0.2,0.5,0.091,1.6,-0.3,1.3,0.2,
421.0,Bez Mbeng,22.0,UTA,SG,9.0,3.0,277.0,7.1,0.479,0.375,0.275,4.6,8.4,6.5,13.4,2.6,1.4,21.1,8.5,0.0,0.1,0.1,0.014,-6.1,-0.4,-6.5,-0.3,
422.0,Malaki Branham,22.0,WAS,SG,28.0,0.0,275.0,14.1,0.604,0.407,0.374,4.6,12.6,8.5,11.8,1.7,1.0,12.4,18.4,0.3,0.1,0.4,0.068,-0.8,-1.5,-2.2,0.0,
423.0,Andre Jackson Jr.,24.0,MIL,SG,40.0,0.0,270.0,6.9,0.411,0.584,0.208,8.0,11.2,9.6,16.5,2.4,0.7,19.2,17.1,-0.4,0.2,-0.2,-0.037,-5.3,-1.4,-6.7,-0.3,
424.0,Killian Hayes,24.0,SAC,PG,16.0,3.0,263.0,7.7,0.416,0.462,0.108,0.8,15.7,8.1,26.9,1.5,1.0,14.9,18.5,-0.3,0.1,-0.3,-0.046,-5.4,-1.7,-7.1,-0.3,
425.0,Jordan McLaughlin,29.0,SAS,PG,40.0,0.0,262.0,11.1,0.532,0.534,0.068,2.1,8.8,5.5,17.5,3.3,0.7,16.6,14.5,0.0,0.4,0.5,0.086,-2.4,2.2,-0.2,0.1,
426.0,Pat Connaughton,33.0,CHO,SG,35.0,0.0,260.0,13.5,0.588,0.615,0.231,5.3,17.0,11.3,9.1,1.9,0.4,9.5,15.4,0.3,0.3,0.6,0.12,0.1,0.4,0.5,0.2,
427.0,Duop Reath,29.0,POR,C,32.0,0.0,258.0,10.6,0.613,0.743,0.081,4.1,11.9,7.9,5.4,0.9,2.8,8.4,13.1,0.3,0.2,0.5,0.1,-0.9,-0.1,-1.0,0.1,
428.0,Leaky Black,26.0,WAS,SF,8.0,4.0,258.0,9.8,0.58,0.5,0.107,3.7,15.1,9.3,7.6,1.3,2.4,9.3,10.5,0.2,0.1,0.3,0.052,-2.3,-1.0,-3.3,-0.1,
429.0,Tyler Burton,25.0,MEM,SF,10.0,0.0,256.0,8.9,0.495,0.598,0.272,3.3,15.0,9.1,5.8,1.9,1.5,8.0,18.2,-0.1,0.2,0.1,0.023,-4.0,-1.5,-5.5,-0.2,
430.0,Kevon Looney,29.0,NOP,C,18.0,6.0,251.0,13.6,0.468,0.173,0.154,17.9,23.5,20.7,12.8,1.1,3.4,12.6,10.6,0.3,0.2,0.6,0.106,-1.4,-0.7,-2.2,0.0,
431.0,Ron Harper Jr.,25.0,BOS,SF,24.0,2.0,248.0,10.7,0.52,0.795,0.026,6.3,10.0,8.1,8.1,0.8,3.3,6.0,14.7,0.2,0.3,0.5,0.096,-0.7,0.3,-0.4,0.1,
432.0,KJ Simpson,23.0,2TM,PG,17.0,2.0,246.0,8.6,0.428,0.406,0.188,3.8,11.7,7.8,24.1,3.2,0.0,18.8,22.0,-0.4,0.3,-0.1,-0.018,-5.0,0.5,-4.5,-0.2,
432.0,KJ Simpson,23.0,CHO,PG,14.0,2.0,223.0,7.8,0.437,0.438,0.18,2.6,11.9,7.3,22.1,3.3,0.0,20.0,22.7,-0.5,0.3,-0.2,-0.034,-5.6,0.3,-5.4,-0.2,
432.0,KJ Simpson,23.0,DEN,PG,3.0,0.0,23.0,16.5,0.317,0.0,0.286,15.4,9.4,12.2,43.4,2.1,0.0,0.0,14.9,0.1,0.0,0.1,0.138,0.7,2.8,3.5,0.0,
433.0,Bronny James,21.0,LAL,SG,34.0,1.0,242.0,10.0,0.513,0.449,0.072,2.0,5.6,3.9,21.2,2.6,1.2,16.4,15.3,0.0,0.2,0.2,0.046,-2.4,-0.5,-2.9,-0.1,
434.0,Chris Paul,40.0,LAC,PG,16.0,0.0,228.0,8.1,0.413,0.536,0.036,3.2,10.9,7.2,30.7,2.4,0.0,22.0,14.2,-0.1,0.2,0.1,0.017,-4.0,-0.2,-4.2,-0.1,
435.0,Chaney Johnson,23.0,BRK,SF,11.0,0.0,224.0,14.6,0.633,0.382,0.436,9.9,14.2,11.9,17.9,2.2,2.1,17.6,15.5,0.4,0.2,0.6,0.119,-0.9,1.0,0.0,0.1,
436.0,Joan Beringer,19.0,MIN,PF,34.0,1.0,223.0,18.0,0.645,0.0,0.318,16.1,15.4,15.7,5.2,1.1,5.5,9.6,15.7,0.5,0.3,0.8,0.182,-1.3,0.1,-1.2,0.0,
437.0,Chaz Lanier,24.0,DET,SG,28.0,0.0,217.0,8.7,0.483,0.767,0.082,3.6,6.6,5.1,8.8,1.6,0.0,2.6,14.8,0.1,0.2,0.4,0.085,-2.5,-0.8,-3.3,-0.1,
438.0,Blake Hinson,26.0,UTA,SF,11.0,1.0,214.0,15.3,0.711,0.74,0.156,4.0,8.3,6.1,6.1,0.2,0.9,2.4,16.3,0.6,-0.1,0.5,0.112,2.6,-3.3,-0.6,0.1,
439.0,PJ Hall,23.0,2TM,C,19.0,2.0,214.0,15.8,0.599,0.085,0.492,17.6,21.7,19.7,6.6,0.7,4.3,18.2,17.3,0.3,0.3,0.6,0.125,-1.6,-0.8,-2.3,0.0,
439.0,PJ Hall,23.0,MEM,C,7.0,0.0,27.0,18.9,0.63,0.333,0.333,11.9,24.3,18.0,10.9,0.0,6.9,8.8,17.4,0.1,0.0,0.1,0.158,1.8,0.1,1.8,0.0,
439.0,PJ Hall,23.0,CHO,C,12.0,2.0,187.0,15.4,0.594,0.04,0.52,18.4,21.3,19.9,6.0,0.8,3.9,19.6,17.2,0.2,0.2,0.5,0.12,-2.1,-0.9,-2.9,0.0,
440.0,LJ Cryer,24.0,GSW,PG,14.0,0.0,213.0,11.1,0.622,0.821,0.143,2.0,11.1,6.5,7.5,0.5,0.0,9.2,19.5,0.2,0.1,0.3,0.072,-0.6,-2.7,-3.4,-0.1,
441.0,Scotty Pippen Jr.,25.0,MEM,PG,10.0,6.0,212.0,14.8,0.537,0.333,0.24,4.0,7.2,5.6,33.6,4.2,1.8,20.3,26.1,-0.1,0.3,0.1,0.033,-2.6,-0.2,-2.8,0.0,
442.0,Keshad Johnson,24.0,MIA,SF,27.0,0.0,210.0,13.2,0.543,0.463,0.305,9.3,15.3,12.3,2.6,2.2,3.0,11.4,20.3,0.0,0.3,0.3,0.071,-2.5,-0.1,-2.6,0.0,
443.0,Jonathan Mogbo,24.0,TOR,PF,33.0,0.0,203.0,12.7,0.576,0.0,0.308,10.4,19.7,15.0,11.5,2.2,2.8,18.4,11.4,0.2,0.3,0.5,0.115,-2.8,1.0,-1.7,0.0,
444.0,DeAndre Jordan,37.0,NOP,C,12.0,7.0,199.0,15.8,0.671,0.0,0.531,14.0,27.5,20.6,7.2,1.0,4.8,18.6,10.2,0.3,0.2,0.6,0.136,-0.4,0.2,-0.2,0.1,
445.0,DaRon Holmes,23.0,DEN,PF,20.0,6.0,196.0,12.0,0.682,0.732,0.196,3.6,13.2,8.6,11.0,0.0,1.9,15.3,15.9,0.3,0.1,0.4,0.087,0.0,-1.6,-1.6,0.0,
446.0,Garrison Mathews,29.0,IND,SG,15.0,1.0,196.0,11.3,0.628,0.885,0.442,1.1,8.6,4.7,7.0,1.5,1.3,4.6,14.1,0.3,0.1,0.4,0.096,-1.3,-0.1,-1.4,0.0,
447.0,Lachlan Olbrich,22.0,CHI,C,29.0,0.0,195.0,10.3,0.514,0.25,0.611,11.1,20.4,15.8,12.4,1.4,1.3,16.5,11.7,0.1,0.2,0.3,0.072,-3.8,0.1,-3.7,-0.1,
448.0,Nigel Hayes-Davis,31.0,PHO,SF,27.0,0.0,195.0,4.2,0.356,0.348,0.087,6.6,12.3,9.4,4.6,2.0,1.0,14.3,12.2,-0.3,0.2,-0.1,-0.025,-6.4,-0.9,-7.3,-0.3,
449.0,Tyson Etienne,26.0,BRK,PG,17.0,0.0,189.0,12.0,0.625,0.822,0.219,1.2,6.5,3.7,15.4,1.0,0.0,10.1,20.5,0.3,0.0,0.3,0.077,0.2,-2.2,-2.0,0.0,
450.0,MarJon Beauchamp,25.0,PHI,SF,11.0,1.0,187.0,12.8,0.553,0.616,0.233,3.5,14.9,9.1,10.8,2.3,2.0,13.9,21.1,0.0,0.2,0.2,0.046,-1.0,-1.0,-2.0,0.0,
451.0,JD Davison,23.0,HOU,PG,25.0,0.0,184.0,9.7,0.474,0.519,0.167,1.2,12.5,6.9,20.0,1.4,2.0,10.8,14.8,0.1,0.2,0.3,0.074,-3.0,0.8,-2.2,0.0,
452.0,Zach Collins,28.0,CHI,C,10.0,0.0,184.0,17.9,0.666,0.328,0.313,9.4,22.8,16.2,12.0,0.5,1.9,12.1,18.8,0.4,0.1,0.5,0.139,1.0,-0.7,0.3,0.1,
453.0,Chris Youngblood,23.0,2TM,SG,33.0,0.0,183.0,10.6,0.527,0.857,0.159,4.3,11.9,8.3,8.7,1.1,1.6,2.9,16.4,0.2,0.3,0.5,0.118,-2.0,-0.2,-2.3,0.0,
453.0,Chris Youngblood,23.0,OKC,SG,32.0,0.0,174.0,10.0,0.505,0.85,0.167,4.5,12.6,8.7,8.2,1.1,1.7,3.0,16.5,0.1,0.3,0.4,0.11,-2.6,-0.3,-2.9,0.0,
453.0,Chris Youngblood,23.0,POR,SG,1.0,0.0,9.0,22.3,1.0,1.0,0.0,0.0,0.0,0.0,17.8,0.0,0.0,0.0,13.5,0.1,0.0,0.1,0.288,8.8,1.5,10.2,0.0,
454.0,RayJ Dennis,24.0,3TM,PG,16.0,0.0,180.0,6.5,0.416,0.534,0.123,4.7,9.4,7.0,22.8,1.1,1.9,16.3,21.7,-0.4,0.1,-0.3,-0.08,-4.1,-1.0,-5.1,-0.1,
454.0,RayJ Dennis,24.0,IND,PG,13.0,0.0,168.0,6.5,0.421,0.528,0.125,5.1,8.7,6.8,21.8,0.9,2.0,15.6,22.7,-0.4,0.1,-0.3,-0.086,-3.9,-1.4,-5.3,-0.1,
454.0,RayJ Dennis,24.0,LAC,PG,1.0,0.0,4.0,-6.0,,,,0.0,56.6,29.1,0.0,0.0,0.0,100.0,11.1,0.0,0.0,0.0,-0.273,-15.4,-0.3,-15.7,0.0,
454.0,RayJ Dennis,24.0,ATL,PG,2.0,0.0,8.0,13.8,0.0,1.0,0.0,0.0,0.0,0.0,55.4,5.9,0.0,0.0,5.2,0.0,0.0,0.0,0.162,-1.7,5.6,3.8,0.0,
455.0,Drew Timme,25.0,LAL,PF,21.0,0.0,179.0,14.3,0.666,0.373,0.137,6.1,11.5,8.8,12.6,1.4,0.0,11.5,14.9,0.3,0.1,0.5,0.121,0.4,-1.2,-0.9,0.1,
456.0,DeJon Jarreau,28.0,MEM,SG,9.0,0.0,178.0,11.1,0.486,0.373,0.239,6.6,18.5,12.5,23.9,2.1,2.1,19.6,21.5,-0.2,0.2,0.0,0.003,-3.7,-0.2,-3.9,-0.1,
457.0,Julian Reese,22.0,WAS,PF,6.0,5.0,178.0,15.9,0.683,0.0,0.512,14.2,24.2,19.2,7.1,1.6,1.5,22.2,15.9,0.2,0.1,0.4,0.097,-2.1,-1.8,-4.0,-0.1,
458.0,E.J. Liddell,25.0,BRK,PF,19.0,0.0,173.0,7.8,0.478,0.604,0.104,3.8,19.8,11.4,11.2,0.9,3.7,12.2,14.4,-0.1,0.1,0.0,0.007,-4.4,-0.7,-5.1,-0.1,
459.0,Malevy Leons,26.0,GSW,SF,19.0,1.0,169.0,11.6,0.484,0.289,0.178,13.6,10.0,11.8,8.0,2.3,3.8,11.0,13.6,0.1,0.2,0.3,0.084,-3.4,-0.1,-3.6,-0.1,
460.0,Andersson Garcia,25.0,UTA,SF,5.0,2.0,169.0,8.4,0.394,0.448,0.31,10.7,16.4,13.5,10.1,2.2,2.3,17.5,9.8,0.0,0.1,0.1,0.015,-5.3,-0.7,-5.9,-0.2,
